"name","street","city","zip","email"
"Obvodný úrad životného prostredia Spišská Nová Ves, Stále pracovisko Gelnica","Hlavná 1","Gelnica",5601,"info@gl.ouzp.sk"
"Obvodný úrad životného prostredia Stará Ľubovňa","Prešovská 3","Stará Ľubovňa",6401,"ouzp@sl.ouzp.sk"
"Obvodný úrad životného prostredia Stropkov","Šarišská 148","Stropkov",9101,"sekretariat@sp.ouzp.sk"
"Obvodný úrad životného prostredia Stropkov, Stále pracovisko Svidník","Sovietskych hrdinov 102","Svidník",8901,"ouzp@sk.ouzp.sk"
"Obvodný úrad životného prostredia Topoľčany","17. Novembra 2304","Topoľčany",95501,"prednosta@to.ouzp.sk"
"Obvodný úrad životného prostredia Trebišov","M. R. Štefánika 32","Trebišov",7501,"info@tv.ouzp.sk"
"Obvodný úrad životného prostredia Trenčín","Gen. M. R. Štefánika 20","Trenčín",91101,"info@tn.ouzp.sk"
"Obvodný úrad životného prostredia Trenčín, Stále pracovisko Bánovce nad Bebravou","Nám. Ľ. Štúra 7/7","Bánovce nad Bebravou",95763,"info@bn.ouzp.sk"
"Obvodný úrad životného prostredia Trenčín, Stále pracovisko Ilava","J. L. Bellu 131/4","Ilava",1901,"info@il.ouzp.sk"
"Obvodný úrad životného prostredia Trnava","Kollárova 8","Trnava",91702,"info@tt.ouzp.sk"
"Obvodný úrad životného prostredia Trnava, Stále pracovisko Hlohovec","Jarmočná 3","Hlohovec",92001,"info@hc.ouzp.sk"
"Obvodný úrad životného prostredia Veľký Krtíš","Imre Madácha 2","Veľký Krtíš",99001,"ozp@vk.ouzp.sk"
"Obvodný úrad životného prostredia Vranov nad Topľou","Nám. slobody 5","Vranov nad Topľou",9301,"ouzp@vt.ouzp.sk"
"Obvodný úrad životného prostredia Žilina","Moyzesova 54","Žilina",1001,"info@za.ouzp.sk"
"Obvodný úrad životného prostredia Žilina, Stále pracovisko Bytča Bytča","Zámok 104","Bytča",1401,"info@by.ouzp.sk"
"Obvodný úrad životného prostredia Zvolen","Nám. SNP 35","Zvolen",96101,"ouzp@zv.ouzp.sk"
"Obvodný úrad životného prostredia Zvolen, Stále pracovisko Detva","Záhradná 12","Detva",96212,"ouzp@dt.ouzp.sk"
"Obvodný úrad životného prostredia Zvolen, Stále pracovisko Krupina","ČSA 2190/3","Krupina",96301,"ouzp@ka.ouzp.sk"
"Odborový zväz školstva a vedy na Slovensku","Vajnorská 1","Bratislava - Nové Mesto",81570,"dubekova@ozpsav.sk"
"Okresné riaditeľstvo Hasičského a záchranného zboru Bardejov","Dlhý rad 16","Bardejov",8501,"hasici_bj@ke.telecom.sk"
"Okresné riaditeľstvo Hasičského a záchranného zboru Zvolen","Nám. SNP 35/48","Zvolen",96001,"opoouzv@bb.telecom.sk"
"Okresné riaditeľstvo Hasičského a záchranného zboru Pezinok","M. R. Štefánika 10","Pezinok",90201,"opopezinok@max.sknet.sk"
"Okresné riaditeľstvo Hasičského a záchranného zboru Nové Zámky","Komárňanská 15","Nové Zámky",94001,"pnz1@hazzni.sk"
"Okresné riaditeľstvo Hasičského a záchranného zboru Stará Ľubovňa","Mýtna 4","Stará Ľubovňa",6401,"opo@sl.vs.sk"
"Okresné riaditeľstvo Hasičského a záchranného zboru Trnava","Rybníková 9","Trnava",91777,"ortrnava-hloben@euroweb.sk"
"Okresné riaditeľstvo Hasičského a záchranného zboru Prešov","Požiarnická 1","Prešov",8001,"vedoot@orhazzpo.sk"
"Okresné riaditeľstvo Hasičského a záchranného zboru Spišská Nová Ves","Brezová 30","Spišská Nová Ves",5201,"orhazzsn@euroweb.sk"
"Okresné riaditeľstvo Hasičského a záchranného zboru Piešťany","Krajinská 13","Piešťany",92101,"orhzz@pn.vs.sk;Galbo.Peter@pn.vs.sk"
"Okresné riaditeľstvo Hasičského a záchranného zboru Lučenec","L. Novomestského 3","Lučenec",98403,"opooulc@bb.telecom.sk"
"Okresné riaditeľstvo Hasičského a záchranného zboru Ružomberok","Nám. A. Hlinku 74","Ružomberok",3450,"opo@rk.vs.sk"
"Okresné riaditeľstvo Hasičského a záchranného zboru Rimavská Sobota","Okružná 118","Rimavská Sobota",97901,"ouopors@lc.psg.sk"
"Okresné riaditeľstvo Hasičského a záchranného zboru Michalovce","Fraňa Kráľa 21","Michalovce",7101,"orhazzmi@euroweb.sk"
"Okresné riaditeľstvo Hasičského a záchranného zboru Galanta","Parková 1607/10","Galanta",92426,"poga@salamon.sk"
"Okresné riaditeľstvo Hasičského a záchranného zboru Malacky","Legionárska 882","Malacky",90101,"nacelnik@opoma.sk"
"Okresné riaditeľstvo Hasičského a záchranného zboru Svidník","čat. Nebiljaka 1","Svidník",8901,"posk@ke.telecom.sk"
"Okresné riaditeľstvo Hasičského a záchranného zboru Komárno","Družstevná 16","Komárno",94501,"pkn1@hazzni.sk"
"Okresné riaditeľstvo Hasičského a záchranného zboru Bratislava - Staré Mesto","Staromestská 6","Bratislava - Staré Mesto",82101,"opo@bak2.vs.sk"
"Okresné riaditeľstvo Hasičského a záchranného zboru Revúca","Komenského 1237/40","Revúca",5001,"opooura@ke.telecom.sk"
"Okresné riaditeľstvo Hasičského a záchranného zboru Košice - Staré Mesto","Bocatiova 1","Košice - Staré Mesto",4032,"orhazzke@euroweb.sk"
"Okresné riaditeľstvo Hasičského a záchranného zboru Bánovce nad Bebravou","Na Vŕštek 1047/3","Bánovce nad Bebravou",95701,"matejka@oubn.vs.sk;prevencia@hasici-bn.sk"
"Okresné riaditeľstvo Hasičského a záchranného zboru Dolný Kubín","Matuškova 1636/13","Dolný Kubín",2601,"opo@dk.vs.sk"
"Okresné riaditeľstvo Hasičského a záchranného zboru Topoľčany","Krušovská 1357","Topoľčany",95501,"pto1@hazzni.sk"
"Okresné riaditeľstvo Hasičského a záchranného zboru Zlaté Moravce","1. mája 1/A","Zlaté Moravce",95301,"pzm1@hazzni.sk"
"Okresné riaditeľstvo Hasičského a záchranného zboru Nitra","Dolnočermánska 64","Nitra",94911,"pnr1@hazzni.sk"
"Okresné riaditeľstvo Hasičského a záchranného zboru Levice","Požiarnická 7","Levice",94326,"plv1@hazzni.sk"
"Okresné riaditeľstvo Hasičského a záchranného zboru Čadca","A. Hlinku 4","Čadca",2201,"dracikca@post.sk"
"Okresné riaditeľstvo Hasičského a záchranného zboru Kežmarok","Huncovská 38","Kežmarok",6001,"orhz@stonline.sk"
"Okresné riaditeľstvo Hasičského a záchranného zboru Považská Bystrica","Kmeťova 9/46","Považská Bystrica",1711,"opooupx@tn.sknet.sk"
"Okresné riaditeľstvo Hasičského a záchranného zboru Partizánske","Nám. SNP 212/4","Partizánske",95801,"knapek.vladimir@pe.vs.sk"
"Okresné riaditeľstvo Hasičského a záchranného zboru Senica","Štefánikova 715/50","Senica",90544,"poziarnaochr.senica@ba.telecom.sk"
"Okresné riaditeľstvo Hasičského a záchranného zboru Žiar nad Hronom","SNP 127/588","Žiar nad Hronom",96501,"opoouzh@bb.telecom.sk"
"Okresné riaditeľstvo Hasičského a záchranného zboru Banská Bystrica","Komenského 27","Banská Bystrica",97401,"bbhazzor@gtsi.sk"
"Okresné riaditeľstvo Hasičského a záchranného zboru Prievidza","Vápenická 4","Prievidza",97173,"ouopopd@nextra.sk"
"Okresné riaditeľstvo Hasičského a záchranného zboru Rožňava","Šafárikova 63","Rožňava",4801,"opo.rv@stonline.sk"
"Okresné riaditeľstvo Hasičského a záchranného zboru Trenčín","Jesenského 36","Trenčín",91149,"opooutn@miesto.sk"
"Okresné riaditeľstvo Hasičského a záchranného zboru Levoča","Novoveská cesta 34","Levoča",5401,"oulevoca-opo@spisnet.sk"
"Okresné riaditeľstvo Hasičského a záchranného zboru Žilina","Nám. Požiarnikov 1","Žilina",1001,"opo@za.vs.sk"
"Okresné riaditeľstvo Hasičského a záchranného zboru Liptovský Mikuláš","Hodžova 30","Liptovský Mikuláš",3101,"opo@lm.vs.sk"
"Okresné riaditeľstvo Hasičského a záchranného zboru Poprad","Partizánska 2900/90","Poprad",5801,"fire@sinet.sk"
"Okresné riaditeľstvo Hasičského a záchranného zboru Nové Mesto nad Váhom","Odborárska 1","Nové Mesto nad Váhom",91541,"amsekretariat1@stonline.sk"
"Okresné riaditeľstvo Hasičského a záchranného zboru Trebišov","M. R. Štefánika 1161/184","Trebišov",7501,"opo@tr.vs.sk"
"Okresné riaditeľstvo Hasičského a záchranného zboru Brezno","Rázusova 18","Brezno",97701,"opooub@isternet.sk"
"Okresné riaditeľstvo Hasičského a záchranného zboru Martin","V. Žingora","Martin",3658,"opo@mt.vs.sk"
"Okresné riaditeľstvo Hasičského a záchranného zboru Dunajská Streda","Trhovisko 1102/9","Dunajská Streda",92901,"nagy.hzzds@stonline.sk"
"Okresné riaditeľstvo Hasičského a záchranného zboru Košice - okolie","Mudroňova 15","Košice - Juh",4003,"orhazzks@euroweb.sk"
"Okresné riaditeľstvo Hasičského a záchranného zboru Skalica - sídlo v Holíči","Štúrova 1","Holíč",90851,"poho@tt.sknet.sk"
"Okresné riaditeľstvo Hasičského a záchranného zboru Veľký Krtíš","Prše 723","Modrý Kameň ",99201,"okresnyurad@bb.telecom.sk"
"Okresné riaditeľstvo policajného zboru Ružomberok","Nám. slobody 1","Ružomberok",3401,"orpzrk@minv.sk"
"Okresné riaditeľstvo policajného zboru Žilina","Kuzmányho 26","Žilina",1075,"orpzza@minv.sk"
"Okresné riaditeľstvo policajného zboru Nitra","Nábrežie mládeže 1","Nitra",95008,"osvoornr@minv.sk"
"Okresné riaditeľstvo policajného zboru Senica","Moyzesova 1","Senica",90501,"orpzse@minv.sk"
"Okresné riaditeľstvo policajného zboru Stará Ľubovňa","Okružná 25","Stará Ľubovňa",6401,"orpzsl@minv.sk"
"Okresné riaditeľstvo policajného zboru Humenné","Nemocničná 1","Humenné",6601,"orpzhe@minv.sk"
"Okresné riaditeľstvo policajného zboru Brezno","Mostárenská 13","Brezno",97703,"orpzbr@minv.sk"
"Okresné riaditeľstvo policajného zboru Poprad","Alžbetina 714/5","Poprad",5801,"orpzpp@minv.sk"
"Okresné riaditeľstvo policajného zboru Trnava","Starohájska 3","Trnava",91701,"orpztt@minv.sk"
"Okresné riaditeľstvo policajného zboru Prešov","Vajanského 32","Prešov",8001,"orpzpo@minv.sk"
"Okresné riaditeľstvo policajného zboru Svidník","Sov. Hrdinov 200/35","Svidník",68901,"orzpsk@minv.sk"
"Okresné riaditeľstvo policajného zboru Liptovský Mikuláš","Podtatranského 27","Liptovský Mikuláš",3101,"orpzlm@minv.sk"
"Okresné riaditeľstvo policajného zboru Topoľčany","Nám. Ľudovíta Štúra 1738","Topoľčany",95539,"osvoorto@minv.sk"
"Okresné riaditeľstvo policajného zboru Galanta","Hlavná 13","Galanta",92452,"orpzga@minv.sk"
"Okresné riaditeľstvo policajného zboru Zvolen","Švermova 1900/4","Zvolen",96001,"orpzzv@minv.sk"
"Okresné riaditeľstvo policajného zboru Prievidza","Miššíkova 11","Prievidza",97166,"orpzpd@minv.sk"
"Okresné riaditeľstvo policajného zboru Bardejov","Partizánska 32","Bardejov",8501,"orpzbj@minv.sk"
"Okresné riaditeľstvo policajného zboru Martin","Osloboditeľov 44","Martin",3648,"orpzmt@minv.sk"
"Okresné riaditeľstvo policajného zboru Vranov nad Topľou","Nám. slobody 5/137","Vranov nad Topľou",9321,"orpzvt@minv.sk"
"Okresné riaditeľstvo policajného zboru Nové Zámky","Bratov Baldigariovcov 7","Nové Zámky",94091,"osvoornz@minv.sk"
"Okresné riaditeľstvo policajného zboru Rimavská Sobota","P.Hostinského 2","Rimavská Sobota",97901,"orpzrs@minv.sk"
"Okresné riaditeľstvo policajného zboru Rožňava","Janka Kráľa 1","Rožňava",4801,"orpzrv@minv.sk"
"Okresné riaditeľstvo policajného zboru Trebišov","M. R. Štefánika 2319/180","Trebišov",7501,"orpztv@minv.sk"
"Okresné riaditeľstvo policajného zboru Trenčín","Kvetná 7","Trenčín",91105,"orpztn@minv.sk"
"Okresné riaditeľstvo policajného zboru Lučenec","Tuhárske nám. 12","Lučenec",98401,"orpzlc@minv.sk"
"Okresné riaditeľstvo policajného zboru Levice","Ľ. Štúra 51","Levice",93403,"osvoorlv@minv.sk"
"Okresné riaditeľstvo policajného zboru Žiar nad Hronom","M. Chrásteka 123","Žiar nad Hronom",96501,"orpzzh@minv.sk"
"Okresné riaditeľstvo policajného zboru Dolný Kubín","Bysterecká 2067/5","Dolný Kubín",2616,"orpzdk@minv.sk"
"Okresné riaditeľstvo policajného zboru Komárno","Pohraničná 8","Komárno",94501,"osvoorkn@minv.sk"
"Okresné riaditeľstvo policajného zboru Spišská Nová Ves","Elektrárenská 1","Spišská Nová Ves","052 01","demjanov@minv.sk;lukacovo@minv.sk"
"Okresné riaditeľstvo policajného zboru Dunajská Streda","Muzejná 231/6","Dunajská Streda",92924,"orpzds@minv.sk"
"Okresné riaditeľstvo policajného zboru Michalovce","Štúrova 1","Michalovce",7101,"orpzmi@minv.sk"
"Okresné riaditeľstvo policajného zboru Banská Bystrica","Okružná 19","Banská Bystrica",97404,"orpzbb@minv.sk"
"Okresné riaditeľstvo policajného zboru Spišská Nová Ves","Elektrárenská 1","Spišská Nová Ves",5201,"orpzsn@minv.sk"
"Okresné riaditeľstvo policajného zboru Považská Bystrica","Kukučínova 186/1","Považská Bystrica",1723,"orpzpb@minv.sk"
"Okresné riaditeľstvo policajného zboru Čadca","Palárikova 977/25","Čadca",2201,"orpzca@minv.sk"
"Okresné riaditeľstvo policajného zboru Bratislava - okolie","Šenkvická 14","Pezinok",90201,"krpzba@minv.sk"
"Okresné riaditeľstvo policajného zboru Bratislava I","Sasinkova 23","Bratislava - Staré Mesto",81213,"krpzba@minv.sk"
"Okresné riaditeľstvo policajného zboru Bratislava II","Osvetová 4","Bratislava - Ružinov",82749,"krpzba@minv.sk"
"Okresné riaditeľstvo policajného zboru Bratislava III","Vajnorská 25","Bratislava - Nové Mesto",83256,"krpzba@minv.sk"
"Okresné riaditeľstvo policajného zboru Bratislava IV","Schneidera - Trnavského 1","Bratislava - Dúbravka",84422,"krpzba@minv.sk"
"Okresné riaditeľstvo policajného zboru Bratislava V","Nám. Hraničiarov 1/b","Bratislava - Petržalka",85242,"krpzba@minv.sk"
"Okresné riaditeľstvo policajného zboru Košice","Moyzesova 19","Košice - Staré Mesto",4102,"orpzke@minv.sk"
"Okresné riaditeľstvo policajného zboru Košice - okolie","Trieda SNP 35","Košice - Západ",4102,"orzpke2@minv.sk"
"Oravské Kultúrne Stredisko","Bysterecká 1263/55","Dolný Kubín",2601,"osvetadk@osvetadk.sk, zabensky@osvetadk.sk"
"Pamiatkový úrad Slovenskej republiky","Cesta na Červený most 6","Bratislava - Staré Mesto",81406,"info@pamiatky.gov.sk"
"Plemenárska inšpekcia SR","Hlohovecká 5","Lužianky ","951 41 ","sekretariat@pisr.sk"
"Plemenárske služby Slovenskej republiky, štátny podnik ","Starohájska 29","Bratislava ","852 27","pssrba@pssr.sk"
"Podduklianske osvetové stredisko","Sov. hrdinov 160/74","Svidník",8901,"post@slovanet.sk"
"Pôdohospodárska platobná agentúra","Dobrovičova 12","Bratislava - Staré Mesto",81526,"office@apa.sk"
"Podpolianske osvetové stredisko","Bystrický rad 1","Zvolen",96026,"osvetazvolen@osvetazvolen.sk"
"Podtatranské osvetové stredisko","Nám. Sv. Egídia 11","Poprad",5801,"osvetapp@stonline.sk"
"Pohronské osvetové stredisko","Duklianskych hrdinov 21","Žiar nad Hronom",96501,"osvetaziar@stonline.sk"
"Považské osvetové stredisko","Odborov 244/8","Považská Bystrica",1701,"pospb@pospb.tsk.sk"
"Prešovský samosprávny kraj","Nám. mieru 2","Prešov",8001,"predseda@vucpo.sk"
"Prezídium hasičského a záchranného zboru","Drieňová 22","Bratislava - Ružinov",82686,"phazz@mvsr.vs.sk"
"Prezídium policajného zboru SR","Pribinova 2","Bratislava - Staré Mesto",81272,"psenakov@minv.sk"
"Protimonopolný úrad SR","Drieňová 24","Bratislava - Ružinov",82603,"pusr@antimon.gov.sk"
"Puncový úrad Slovenskej Republiky","Medená 10","Bratislava - Staré Mesto",81456,"sekretariat@puncurad.gov.sk"
"Rada pre vysielanie a retransmisiu","Dobrovičova 8","Bratislava ",81000,"predseda@rada-rtv.sk"
"Regionálne osvetové stredisko v Nových Zámkoch Levice","F. Hečku 25","Levice","934 47","sadovska@roslevice.sk"
"Regionálne osvetové stredisko v Nových Zámkoch Žilina","Horný Val 20","Žilina",1182,"ros@kultura-zilina.sk"
"Regionálne osvetové stredisko v Nových Zámkoch Nové Zámky","SNP 32","Nové Zámky",94062,"ROSNZ@ROSNZ.sk"
"Regionálne osvetové stredisko v Nových Zámkoch Trebišov","M. R. Štefánika 206","Trebišov",7501,"reg.osvet.stred.tv@stonline.sk"
"Regionálny úrad verejného zdravotníctva Bratislava, hlavné mesto so sídlom v Bratislave","Ružinovská 8","Bratislava - Ružinov",82009,"ruvzba@uvzsr.sk"
"Regionálny úrad verejného zdravotníctva Prievidza so sídlom v Bojniciach","Nemocničná 8","Bojnice",97201,"ruvzpd@uvzsr.sk"
"Regionálny úrad verejného zdravotníctva so sídlom v Banskej Bystrici","Cesta k nemocnici 1","Banská Bystrica",97556,"ruvzbb@vzbb.sk"
"Regionálny úrad verejného zdravotníctva so sídlom v Bardejove","Kuzmányho 18","Bardejov",8567,"bj.sekretariat@uvzsr.sk"
"Regionálny úrad verejného zdravotníctva so sídlom v Čadci","Palárikova 1156","Čadca",2201,"ca.info@uvzsr.sk"
"Regionálny úrad verejného zdravotníctva so sídlom v Dolnom Kubíne","Nemocničná 12","Dolný Kubín",2601,"ruvzdk@uvzsr.sk, riaditel@ruvzdk.sk"
"Regionálny úrad verejného zdravotníctva so sídlom v Dunajskej Strede","Veľkoblahovská 1067/32","Dunajská Streda",92901,"ds.ruvz@uvzsr.sk"
"Regionálny úrad verejného zdravotníctva so sídlom v Galante","Hodská 2352/62","Galanta",92481,"ruvzga@uvzsr.sk, ga.sekretariat@uvzsr.sk"
"Regionálny úrad verejného zdravotníctva so sídlom v Humennom","26. novembra 1507/2","Humenné",6618,"hn.ruvz@uvzsr.sk"
"Regionálny úrad verejného zdravotníctva so sídlom v Komárne","Mederčská 39","Komárno",94501,"ruvzkn@uvzsr.sk"
"Regionálny úrad verejného zdravotníctva so sídlom v Košiciach, ústredné pracovisko","Ipeľská 1","Košice - Západ",4011,"ke.sekretariat@uvzsr.sk"
"Regionálny úrad verejného zdravotníctva so sídlom v Leviciach","Komenského 4","Levice",93438,"lv.sekretariat@uvzsr.sk"
"Regionálny úrad verejného zdravotníctva so sídlom v Lipt. Mikuláši","Štúrová 36","Liptovský Mikuláš",3180,"lm.sekretariat@uvzsr.sk, lm.riaditel@uvzsr.sk"
"Regionálny úrad verejného zdravotníctva so sídlom v Lučenci","Petőfiho 1","Lučenec",98438,"lc.sekretariat@uvzsr.sk"
"Regionálny úrad verejného zdravotníctva so sídlom v Martine","Kuzmányho 27","Martin",3680,"ruvzmt@uvzsr.sk"
"Regionálny úrad verejného zdravotníctva so sídlom v Michalovciach","Sama Chalupku 5","Michalovce",7101,"mi.sekretariat@uvzsr.sk"
"Regionálny úrad verejného zdravotníctva so sídlom v Nitre","Štefánikova tr. 58","Nitra",94963,"nr.sekretariat@uvzsr.sk"
"Regionálny úrad verejného zdravotníctva so sídlom v Nových Zámkoch","Slovenská 13","Nové Zámky",94030,"ruvznz@uvzsr.sk"
"Regionálny úrad verejného zdravotníctva so sídlom v Poprade","Zdravotnícka 3","Poprad",5997,"pp.sekr@uvzsr.sk"
"Regionálny úrad verejného zdravotníctva so sídlom v Považskej Bystrici","Slovenských partizánov 1130/50","Považská Bystrica",1750,"pb.ruvz@uvzsr.sk"
"Regionálny úrad verejného zdravotníctva so sídlom v Prešove","Jána Hollého 5","Prešov",8001,"po.sekretariat@uvzsr.sk, po.podatelna@uvzsr.sk"
"Regionálny úrad verejného zdravotníctva so sídlom v Rimavskej Sobote","Sama Tomášika 14","Rimavská Sobota",97901,"ruvzrs@uvzsr.sk"
"Regionálny úrad verejného zdravotníctva so sídlom v Rožňave","Špitálska 3","Rožňava",4801,"ruvzrv@uvzsr.sk"
"Regionálny úrad verejného zdravotníctva so sídlom v Senici","Kolónia 557","Senica",90501,"se.sekretariat@uvzsr.sk"
"Regionálny úrad verejného zdravotníctva so sídlom v Spišskej Novej Vsi","A. Mickiewicza 6","Spišská Nová Ves",5220,"sn.sekretariat@uvzsr.sk"
"Regionálny úrad verejného zdravotníctva so sídlom v Starej Ľubovni","Obrancov mieru 1","Stará Ľubovňa",6401,"sl.sekretariat@uvzsr.sk"
"Regionálny úrad verejného zdravotníctva so sídlom v Topoľčanoch","Stummerova 1856","Topoľčany",95501,"ruvzto@uvzsr.sk, to.sekretariat@uvzsr.sk"
"Regionálny úrad verejného zdravotníctva so sídlom v Trebišove","Jilemnického 3370/2","Trebišov",7501,"ruvztv@uvzsr.sk"
"Regionálny úrad verejného zdravotníctva so sídlom v Trenčíne","Nemocničná 4","Trenčín",91101,"tn.sek@uvzsr.sk, tn.opo@uvzsr.sk"
"Regionálny úrad verejného zdravotníctva so sídlom v Trnave","Limbová 6","Trnava",91709,"sekretariat@ruvztt.sk, lopusna@ruvztt.sk"
"Regionálny úrad verejného zdravotníctva so sídlom v Žiari nad Hronom","Sládkovičova 484/9","Žiar nad Hronom",96524,"ruvzzh@ruvzzh.sk"
"Regionálny úrad verejného zdravotníctva so sídlom v Žilina","Vojtecha Spanyola 27","Žilina",1171,"za.sekretariat@uvzsr.sk"
"Regionálny úrad verejného zdravotníctva so sídlom vo Svidníku","Sovietskych hrdinov 456/79","Svidník",8901,"ruvzsk@uvzsr.sk, sk.babinska@uvzsr.sk"
"Regionálny úrad verejného zdravotníctva so sídlom vo Veľkom Krtíši","Banícka 5","Veľký Krtíš",99001,"ruvzvk@uvzsr.sk"
"Regionálny úrad verejného zdravotníctva so sídlom vo Vranove nad Topľou","Pribinova 95","Vranov nad Topľou",9317,"ruvzvt@uvzsr.sk"
"Regionálny úrad verejného zdravotníctva so sídlom vo Zvolene","Nádvorná 3366/12","Zvolen",96001,"zv.ruvz@uvzsr.sk"
